PAN_no,income,cibil_score,bank_account_number,card_type
pnWu1814P,579403,673,RKFF06225674729761,Credit
pxGT8628J,763870,691,TKHP29847201194900,
XCFQ0588L,917963,840,QWMT76556041073366,Credit
AJFK6807d,770508,651,FBGX81643276715439,credit
qrkm2446P,592993,784,DYWU70628032689832,credit
rGrb5986S,746943,789,JFKJ80208583279197,credit
jKcZ9270F,601477,823,QENL61304545904766,credit
OqJL5422J,458037,737,BWSL53051823201033,
yIKJ0147X,376754,832,CDKE57182142259647,Credit
WgvN3639z,616759,766,BDBS97893732360347,credit
RHUg5866r,883124,712,QXTK19901257479158,Credit
qvru0348p,857497,666,QRKB28453676337823,Debit
PWlA6793m,702137,724,VWTK17557155253149,debit
dGQe3457e,858291,837,UWVN28961531034544,
AZfT7596s,735604,842,DGUV74025735099289,
HQrL4665d,819359,628,ABMU48931636509078,Debit
hdEc8957y,453906,681,CFOX00459396862482,debit
lkQn1140O,599661,684,LFBA43171176636708,credit
ywHv5960w,677440,728,PTSB41071458672073,Debit
bMQt2295s,1093642,757,BHSR69197556966463,debit
IGZs3604I,549672,827,DYJY59595927342482,
FsuC6181V,522703,748,MNFE55237447287208,Credit
iBPn5768Y,916577,792,RCDZ76729043945776,credit
GLQE6900o,758432,647,UVFI38803741110356,Debit
NSWc0365D,665238,814,NUIW59117907715715,Debit
Zqnm7467t,461268,831,PUAE29447990389341,credit
uvvY0970b,749196,690,TKJP18515474428357,Debit
XsoV1333f,532436,670,DBWF08141690239696,Credit
NBSo7274g,797960,825,XXQM40385516772964,Debit
VqbW8853j,791637,613,PVWO68269292593992,Debit
vVHu6101j,995880,647,DNGH82401606306752,credit
fcCS6323Y,831255,710,MSXJ68350073794682,
GSJs8577A,965326,672,XMAP23956114400653,
ibVS2054f,850789,789,YIDC63376955037878,debit
GlEk1866z,745275,636,GJRW14067717676935,debit
XGIf3401s,542998,717,JITB55205821095566,Credit
gJeG9774S,592711,809,PYYI10200570551591,
YVgX2715m,402623,774,JTIL88455224883709,debit
kVIJ1948W,913841,623,RHJN40520092712584,credit
rnYM2763q,854887,813,NEET98073212388140,debit
UgIZ6357S,569093,729,LHNF31432390093703,debit
urEo8683D,613329,708,INXI93990251276199,Debit
tSYC4571l,417249,667,GLNY24171030972750,credit
mhSP7479M,356663,827,GDSC56401641353215,credit
ipmB8071C,661501,628,RMSG01057560712464,debit
vwrZ8121W,610900,672,CSCG37363874955230,Credit
LRLC2373C,804107,830,UISS34704876977174,
SvII0414A,586334,850,OBHM77651028480858,Credit
mjpx1364K,779752,693,MOFT26311894381196,Debit
GDCu0632W,792053,663,OJDB61104196884167,Credit
casj5484e,1093429,793,SOWT13834026594202,credit
LSHH0997v,812654,724,KKKP77824652713867,
RKzT7601A,169025,830,FMYO24839444714858,Debit
LKVl6793F,470875,649,YEQJ90056657234296,
XTFL8360H,1057331,657,LTSN70338850005537,Credit
VRIM9097O,1157730,711,QPDA98281932430265,credit
GpSp2079H,281794,735,XWYY05162747139984,credit
zira1013G,714150,696,JOWQ77533298822729,
YRjT3195T,858224,612,PNOE35968004873798,
squA6467S,921518,640,QKCV27310227640945,Debit
bxtP3225y,602745,608,WZAM30210753580925,debit
GJaW7884x,1078129,776,TGCL96164434563089,
slab9547i,674368,849,VSCO59417539755432,
tZoQ8923C,711230,664,YWWS54611395790779,Debit
mRGQ1424G,564140,600,DGYV66781735849822,
lQrM0137k,907220,789,DETU67465050048720,Debit
YVYK8840z,596197,807,PYHF95167944611216,Credit
oHRv9657o,259091,632,QYGC91907037886885,debit
jaFi7512f,884535,689,AGMT94022664608987,Credit
vyal5980l,395571,617,OLYH20272398023773,Debit
okPS2470f,621096,660,UYZD74825987326472,credit
bdyI3378t,683004,669,CECW67397555650551,credit
jKoJ0964x,578884,847,CTLZ07958402188426,
OLml5507X,,688,YHFS01147201086600,debit
QiZt0082r,941357,719,LCVQ65436372863761,credit
Oyga9130G,422367,778,QXGC63624714718361,Credit
rhLm5570A,384010,748,FWQE68503493192209,Credit
gxgh4064G,609403,807,PEMP70016024312670,Credit
hoQT2224k,533904,696,KHBP11379170484823,debit
bipl9501m,704235,829,TGWM07481053690334,debit
KORi2139T,625007,671,GGOW88543425968425,
slFo8581u,994073,739,TTDK88777061780716,debit
TrYZ0221N,754982,731,SSAO38105424978720,credit
SWfM1610L,709242,730,ADAI32942441393657,Debit
avNE5321G,691147,719,WTSY77907658422491,credit
ZsPp4281O,839815,627,NKAG36425710937773,Debit
SThN5194K,457579,758,EHII65987505063064,Debit
FApb7981Q,611054,755,BAAK39983490902945,debit
wrZn1911U,558840,626,KAMG92805295963328,credit
fQsh1670a,912456,757,QRYE21111132571974,credit
bAqQ4882w,1203890,805,CBMW97882822136221,Debit
NJmO6200l,805704,666,ZXFM78301091058520,credit
jPSQ7365K,1029739,628,OCJV33723983097732,debit
xOUS3972i,735075,846,NRPX84545026398496,debit
ASUD0565N,1082382,624,OSTY08709268171843,credit
jDZN1671t,,607,XGRL53734681147287,Credit
bwKC4013i,825020,846,ISYL21523555581743,Credit
tXOL5332D,682866,790,TVFY37188687842268,Debit
zJBJ0730G,817542,623,YLJI96714494644334,credit
KldT7861R,632904,792,YPVF54748709838843,Debit
scra2285j,978895,668,FOTK35636992940342,
YHQq6166u,574779,681,TLTC71406903884714,debit
VPik0156v,933943,603,ALBF90504771064358,Debit
NWbA8481a,817231,710,WVME19611880074654,Debit
lTCJ4598e,399790,621,UCCX33008565378870,Credit
QVBt4705N,1095163,702,HNKY77569170108039,Debit
Lhkz7172K,386387,807,ZSTI73997862701580,Debit
orwo8153m,287221,806,XKXO61175168589766,debit
NOiA8430M,906661,829,XTCZ39549023494096,Credit
nhdT7883l,957906,782,FPUX69729099100701,Credit
cPxz0852q,649375,767,ILVP87451084609740,Debit
mqqd5980v,647147,619,AIQU32602902008543,Debit
UNxf8565L,656851,684,FGSJ01333295462443,
Xwcq7439s,618202,611,HMQZ55312034462563,credit
Lxru4920x,379627,727,ZYNE63585056496818,debit
WHne4912g,705406,647,XGEE90827228698038,debit
sril7949G,859942,843,OQEB51192220310912,
vQGD3299s,1022994,781,JDZK31857128106256,
Voar2796N,369603,745,TQHK88705980501394,
YtCI5509P,752661,626,FDZC16091959480147,Credit
mIJk6416G,1200349,828,NDDM69251080520540,Credit
Wkwg1059k,886104,755,NKVV42957933203883,Debit
Usyk1189p,598288,707,JGWT70657881459823,debit
xxyo1166O,453583,615,FKQR27666711111716,credit
RsRm6300m,449394,764,EGLC00765663822141,debit
wzsa5901D,480965,846,KKCN32129510562255,
sfqy5569U,637316,706,SMRO08955885902808,Debit
jSGm7359U,451375,835,XZPI96852170507019,Debit
WEDq9625S,,627,VXBA48240880673361,credit
xARz1616W,660925,669,OYFS56888004343158,Debit
aznp5764y,436967,838,HSME77134461735550,credit
hChf5586d,898640,674,OZTQ18774795460713,Debit
KyMo6967N,657233,755,YGDQ37332978844727,Debit
jots2496m,,674,KAPS46785888736656,credit
ufwA6928l,919098,779,BUXH74955781260486,
XsCC8379O,618475,731,ULDB90989435126491,debit
oSpA4173V,627441,634,XFAX07727881563744,Debit
IBEy0107X,776758,637,UAJZ15332986594555,
Vvcn0534v,,603,VTKM41591890547744,debit
tNUI8165O,667020,639,ZWOE87911418726397,debit
tytJ0618Y,572111,847,NGHR89406921874839,Debit
QxCz7608t,684197,720,PAAM76865963152164,credit
mQks6036i,920769,717,FPJB73446573252808,debit
jFgN8662O,835858,693,VIXZ98638705726334,credit
AyVv2173B,519646,664,DLFH96612676318020,
dyRX6739c,981666,668,OCGN00437167276309,Debit
WkYQ7277m,239793,786,STKP93874092089267,
eqDS6576B,889714,626,ZBNU25028878101032,credit
Aqbk6571k,559730,809,JPKC22105499725103,Credit
qLTq6123v,500225,608,XBSW86958625392910,debit
MfDB7244r,1198467,748,ZKGW47137893151542,Debit
tZHO8261e,675864,747,ECDC86294964858948,debit
PEGZ0995e,688036,661,FLLD03482726864380,Credit
OWbF8338a,747708,830,VEOD43612787499482,debit
zWAE3315a,803132,846,NVYT48518405959013,
IXvf5330M,839553,687,ABTD75091715735407,Debit
dzKz8386S,561750,734,HKHY66462841674124,
MxAV2498K,909460,692,WMOA55846195592343,Debit
aILC1103w,1065101,639,PYUX94083921635356,Credit
SPWb8638q,699471,633,BDFT78395905677817,credit
yezz0441O,169171,715,RKBA98049497201781,Debit
musH1306w,739210,671,MKHM57098279097649,Debit
OZWY3961a,1125669,822,OWPB61902642733075,Debit
JauP4808E,659692,818,ZOYV10458682427832,debit
xHTq4987Y,706365,630,UGVA07237250369380,credit
pGDe0249n,1140151,815,SRQI33346325483522,debit
DKSo8992v,992599,703,FZKP59973425451007,debit
YIVX4445N,389847,664,GRJD98385932745516,debit
PdhL0573V,325826,819,HGSE28851011910805,Credit
eXrS9526w,963916,723,ZICM66282133715898,debit
xUOz7824B,621051,617,XFZE03787227923788,
whiH3630f,754259,842,KGCL13399604785622,debit
LBof6379D,1103531,744,UDAP77933936456298,credit
wzJO3338p,410027,787,FUQB59459986362327,
cUUO6957d,907319,844,ARDB72745320137189,debit
rnhB1503j,732741,822,FIIQ10049725769096,Debit
zlhp9235q,555547,752,IPTR51140757871101,Debit
fXYl3357b,711723,645,AGVZ94254649447682,credit
ieoO5749I,702967,620,MDRC85780239153019,
lHNC6068X,860966,634,XVAY63409717888678,Debit
jqxz2870t,661234,782,LGZW66324630260887,
EzOL5310S,366387,731,FHZY95968940375353,Credit
XRKy0700c,582587,617,MTQH18604237663039,Debit
tqoP8967u,843073,761,KIIX14394130491100,
PFeA9345S,727715,772,JSNU16449544118884,
pybA1563R,361499,735,IQQZ49140155909426,credit
Rkne1013l,442623,772,NVHF90692786809675,Credit
FkBG3036s,1288685,844,AQGY39973983684785,
fAMc7308m,675748,842,PFZN05368899860052,
iczj5034G,519074,685,WMFL59833137541339,credit
risJ9580v,422319,727,SRFV61108291503569,Debit
UJVo1168L,,832,QQKC42407745478430,
YpOy2114F,756627,808,QAKC56539964542511,
omZV8587R,,623,YPAK94450289596688,debit
BVzH4667i,551257,698,UYWW03939869608843,Credit
VFnE9300a,851340,836,UKUH51184308740959,Debit
sBro3877G,725060,658,XUOI08478123546338,debit
kxRC5088b,1136915,816,ULYM06919608835425,
qkJp4455x,715185,619,YUNV99576239134739,debit
lgdL8874r,628318,610,YIVV44513901669075,credit
XsRY3805D,578948,656,KYWZ23467186043166,credit
Goah9489H,954134,604,IPKA96078767477942,debit
XTDx6080Y,587417,624,PDFP66340200095691,Credit
JxXy3939C,733677,610,GQPG77677783015567,
lEcL6004G,513466,808,QIIV57153278553403,Credit
sVHO3965L,906967,793,VCGH76181310923612,debit
PaUx4338n,442452,654,PFAE00647631298650,credit
YOfS6347y,384169,649,RTGP69230153136180,Credit
XXCP7804Q,1051473,766,GLSQ11031217483402,
qwYi8054L,,744,BIUF28765379256649,debit
qLgs2582I,754922,849,GDYB26175301198742,Credit
uKlg0874P,673566,817,DKVG62594430778554,credit
XTcw8931H,773480,767,KMIA75545684061207,Credit
ZMUq7686Z,664214,797,VBXV07832471830783,credit
fyuU6184F,633719,751,EPPZ18768354095864,credit
JRCW1417t,698707,724,JYGC24653094932625,Credit
AmiA1056l,739414,600,FYRN52574395083258,Debit
lXvW4630V,596558,656,BBFU52459419613661,
ovEJ7865y,,833,AAXY15915606840223,debit
BXbo6673j,538987,684,PRZB04142607575793,Debit
uJBf1124w,538719,794,YQFY06560427922141,credit
GtqS4799T,504943,626,XGNO32430560763077,debit
MMAG1851n,856279,850,SMXS61897597596963,credit
YILO2762d,995531,832,EDVK61460215157850,credit
hbxL8237A,,695,BZAU24399938503026,
SMGb0233r,595147,693,JIPI35679656362545,
Ylir7327m,1085818,724,JNVJ86247909355907,
gBiw7581K,973401,757,ARHI69806684822567,Debit
Gxeh6971r,777942,803,WDGL96298865703048,Credit
ymhS7771u,392148,686,SKQG25280110159650,debit
MYzj9380P,816810,659,INKT18468807189983,Credit
fHVK7861e,492683,776,GCOF84579192605096,Debit
RTrX9283X,487493,803,RHUH94694005491366,credit
PTcQ4026G,597886,703,QHEU01113431501788,Debit
VKDs3588O,403960,667,IRFJ18127908392448,Debit
XGYu3540X,388880,788,HSLK46721073999697,credit
tNWx8420O,736877,638,WJCS97720552027249,Credit
FyDQ4928v,381788,821,YTOE52962826535486,debit
WHAA6753J,586911,617,ABPU32804056672870,credit
PnWL8145i,982287,786,NYOF01445340927119,Debit
FnmZ4133l,652123,653,ATJM58444110253871,debit
gMOt6408t,952187,773,LWSP47354356218868,Credit
XjbH4890s,573183,724,BUWF86737778328873,credit
NLgK2735i,852657,757,EYCO08115904699163,
BqTr1578T,624334,616,LBCP19452048054788,credit
fZka8296Y,710692,628,BBBC55035865815413,credit
bchK5287d,848127,786,MVHG43127549696608,debit
Wxje6246O,808805,806,CIHH59115684870305,credit
jqso2256D,358907,850,ZCLC88026301620551,debit
UcBA6292w,1022297,680,WGOX01720544202325,Debit
YFdm4566C,547345,699,EUER49556124010536,debit
dKxT0701x,532063,841,COJN68435835586171,Credit
HUiv7538X,476116,844,AEDY50427747238071,debit
DfgE7843P,607936,748,VTNQ92605215674885,Debit
NgSe1856T,597042,754,BLAU10784476935722,debit
JFZv7818Y,602676,823,YYQE72694174386914,debit
LYhH8158O,229563,715,XUVF22523967992729,
nDHr6239d,735312,837,DADH86716114119120,
xEfw8719z,709952,621,WSIC28094971572182,debit
bqFT2100Y,568218,692,XRTK55782180264762,Credit
BPvB1940H,519383,839,VTVO78177211567167,debit
mCaI5900A,803124,608,RCNM81727920274570,debit
Lfdj1463Y,745705,823,SHFV64073306152978,Credit
EYGm7423C,1239144,743,BAGP56493515766205,debit
UrEa6231f,543892,838,RZKB17974865877217,Credit
ATSk2605N,1125302,798,WJND61537840680468,Debit
koyi2669d,858736,666,YERO32390405950306,
gqTG1342F,456477,608,VURE72207584214499,Debit
TLGz6302i,740816,714,FYMO38790609353095,Credit
bmhL8118z,899883,704,NKQM52630106173310,debit
xLem8853V,792241,707,NOQQ64845663874965,debit
pFUs5826C,,808,MTMT34776640165420,Debit
tvRN8882h,809736,758,VAWV12398029193332,debit
hUnn9878K,719634,719,XHBO12434524983362,credit
WiJH1723k,730648,755,ASDC23757972936920,debit
utfX3927n,375638,782,MOMD89698679183678,debit
usZs8705b,394814,804,MJEC66569484636209,
wmls5475h,569340,627,UMGF70223175002577,credit
ZEcY3690k,872760,836,PXYQ13069173439075,debit
rRga4991S,756256,847,DIYT52427261927084,credit
DGKA7178F,624468,812,IBUW78710515065477,Credit
arXu5360W,643958,722,BNFH97418534023442,Credit
siFx4579o,560701,735,FPWU96568529060714,Credit
kzSK7373w,531450,657,ITST62269540476188,Debit
trKE3724U,148570,712,RRRF61033916804512,Credit
Lues1226P,1014558,678,URML25888237914455,
cdLg3692X,805655,701,FXQF95594338405860,debit
ptVd2585i,934092,771,WPXR26610305255994,Credit
KwpG9708Y,480737,802,KGXY04508328856170,Debit
Qqce9706n,642462,679,JECL13051783913698,
zFJZ7489i,525502,841,TEMA06662042041209,Debit
Miqz6376e,457038,662,AKLU96467123340899,Debit
PphI0599b,525466,728,MHWM11148366284500,Debit
sbuc4479Z,534349,786,GTJQ99600885331943,
rMaA5159W,583846,791,BKAH92081642693585,credit
OYkD0356a,192425,808,GWIE72944403535299,debit
cdXM6105g,934769,770,MLKZ69619570126770,
pCjJ7195g,739672,806,KAOA09396191917456,Debit
JNJH7740t,612187,817,VZQY65327648560350,credit
QneY7975R,587689,600,BUIY86072215133307,Credit
VeAt1545n,855717,655,UAWL65354226552168,Debit
HIpy3982Y,732138,839,YFEP55578079712665,Credit
DqgJ7009J,335071,707,PLNX12475833558982,Debit
RTFU6828w,669681,761,PTLY12515504711544,Debit
IDlO7198X,462455,718,ORSM60276723764572,debit
SwEJ3075A,766318,764,NIVR07719687131742,Debit
qgVZ1658m,594366,636,GHTL20472500800173,credit
kkbA0093s,578149,649,LQKA87980095591712,debit
PBFl6206N,894034,615,HBOH88392933207978,
LOtT8361f,766360,610,MWLG63621342490864,credit
MzmU0282W,986296,832,PIHR12119909625963,Credit
tWMP8026V,920191,719,SAFP75444785329198,
ewgO2803k,738624,756,CPPZ48591523265975,Credit
fSYC2658D,812494,627,LXPP11016928258858,Debit
DHmB2925o,893370,686,WJBS82356546796764,debit
obuS6812o,870783,826,QODM23392738953849,Debit
dceO2526f,1007356,664,CLRV62863049849712,
bEnH8123H,,696,VRNO58298128051123,Credit
kfiq8012O,786572,835,WOGF93348596414789,Credit
gdec3652C,939316,768,ZBFK75805255479169,Credit
UwTd4520c,395519,805,WVUH55473945173736,Credit
MOUD9911h,740479,603,DABO47990308120383,Debit
ZxOh5808f,945601,705,KJAN97408316348715,debit
gkkU1504v,432933,767,WNVR61091569142133,Credit
GDXW0112v,374880,601,BIZN65966747619141,
DZcm0826K,914508,624,RACI79387069531639,Credit
JaCN0973L,793302,687,BWUY85743505529088,debit
FgMf1493c,546554,673,DBVW18225290760606,
hqyT4514I,552433,845,GIRX82180831583333,
WAec8175K,887098,773,UKIC54104697586780,Credit
IUpv5834M,450497,731,BPHL36782514577938,
oAVl1275t,565070,800,OEKV37049897149109,Credit
wlWo7990R,964309,640,AJCV47737550967041,Credit
aZXW3475K,474944,715,CUKE55978459294624,Credit
wUAm1783P,280074,841,LUOC90161588647066,credit
HvGJ6405e,844242,811,EFOW02025956221019,Debit
CEfE1855b,789606,640,NZJU13202153344285,credit
BBiD7757e,540372,646,NZWP50585059555701,Debit
slXW0610c,801225,602,MFFB36560190705754,Credit
TUwo3073J,900668,604,HEDH06227378184782,debit
euND6828I,837800,710,HCOU58930237722981,Debit
yhBM0078a,778399,775,LSDM98116205052694,credit
qTDu0853u,312225,758,IVLM16530759800050,Credit
gqtt0748p,602763,719,UETH54600903176937,
VMkz9446z,869251,779,LEMS78148232770395,
wgLS2639H,804704,813,WKNN21250394997418,Credit
mrSN1383P,609187,826,VAHX13830397865246,
lKVN4155k,721802,728,CYAJ58791010572559,debit
fmxI7777N,623884,797,KJYS72776331978296,credit
bdfn9616g,626017,724,EOXJ38389713555236,credit
CeZI1378E,595139,801,XYFW96208721018463,
kKpd9789K,562822,728,ZTMN67229374550648,Credit
uJtd0772Y,844464,672,HSAZ98945007281142,
lOvb0906L,877831,736,EVOS14007999296457,credit
avaA4666H,864177,821,UUIS65617888325940,debit
VxUk9025G,704778,744,DHUC69187963942938,credit
DOJq8973b,654797,762,OATG28029114263110,credit
Lblr7041h,874269,811,TGXL37999987046058,
imFK6177O,975157,848,EAWN67357958178568,Debit
avoZ7309m,733132,777,YMDB97141211800294,Credit
vhHB0192s,516255,753,CRJF62119540627819,credit
xVXu7048c,684672,613,FYNK06087398338499,debit
XCWX2313U,724562,795,GNTJ36504224228466,credit
wywd4471n,710300,614,CKOJ27526468840246,
aEqJ7150G,321579,768,SPRR98803221264366,credit
Ijdf3826j,712725,770,HOFN80179252855261,Credit
Zjzl0215d,1015231,736,QKNK00060458232311,Debit
xTZF7679u,1039574,822,CDEJ11655500150634,Debit
MYCj7186x,500247,787,RYOS82230333068820,
DpBv0069Y,741703,702,MIFF92411484258168,Credit
LSjQ8794n,918533,822,GHWZ61550020023573,credit
aOJf1511Z,578714,664,TQVR00094854164842,Debit
ovDe7831N,427372,709,ZKDF24939315152011,debit
BUhE0936A,1058717,722,SNCW28886716815941,Debit
HYGZ5881p,534942,691,HKZK45742370866639,Credit
ePSC7606e,554390,646,DLQP91772511184527,credit
CwIq2550K,615919,740,EZRK07731576236987,Credit
IkAr3917d,788738,609,QNQF65914781046275,
tnrd8344l,1028473,717,SJLN25292931750931,Credit
LMfd8855G,777553,681,HBMX02248724765192,credit
uByU7717R,586315,672,JLRI42606349162349,Debit
amVG3579e,410974,646,AKQR33910546581338,Debit
kdaD8683U,815460,821,VPDE78602837746529,Debit
soCa3865g,508160,607,XWOC48537431946223,debit
LlHM1269D,642014,847,PJJY76067803473033,Credit
CAfN2249X,592549,805,SPMK24406625039190,debit
EPRy3487c,645667,626,LFAF47896518405189,Debit
TNIB1310i,798158,780,OJKA91238314275508,debit
huWF4531g,711391,679,TLKK33449578647610,credit
ilDh8265S,564543,644,RUXL56413348057791,Debit
ABBw0684A,544610,801,KLHC71887653353458,credit
slOT5840L,630263,748,NQJU16714540206883,Credit
rLCm1037B,637081,797,TIAR10205131256751,credit
ekfS4567k,485943,705,YWIB71867740829593,Debit
BOte4987u,642651,745,EVAM31502582470067,debit
RpeS5721N,773682,749,MYVT16126430283715,
HpZL1396S,579784,735,NEXS95918761046941,Debit
KCBF0282U,411241,739,PICD45407362451123,Debit
ZfXP2207e,591044,687,AXSP85852901680723,Credit
mAAH3503W,761082,718,LKJH82713667784816,Credit
MjFJ9494n,508677,762,FKNM68088995604786,credit
sFmk6774s,1051259,750,IIYC84178255169152,Debit
vxrK5719W,728595,850,WMNK30416871528443,Credit
kDRz6847c,537267,779,HDID55051926389572,
fEFh4128F,477221,820,BHEO54599499679366,Debit
srtl1699P,756626,655,REMN35321992004011,debit
nlrF8396c,619081,738,XMHO09890524306129,credit
RQxu0429U,808148,774,UMKM32904907268819,
dcCo4712f,,806,KXTD11719988694172,Credit
cyYJ6808l,730995,657,IOJV70023994019200,Credit
OMEO4239C,695839,669,RNTR08372706993934,credit
iNKK6753I,603211,631,CLTX20609211172558,credit
ESvM3918K,716779,658,EOXG70657578268175,Debit
thLW0588P,819126,742,CPRJ38329544100325,Credit
AsRX4824h,758158,630,THWE92356017943237,
oUrz1880C,146050,822,BFFZ26998631176021,credit
WBMn0061I,850854,839,DYQR78597648090778,debit
ebWS4738z,777454,656,LAWL84582765650678,
keJx3707c,1287043,850,JFWZ83519153926433,credit
ezpt8226c,824741,757,EWWF55315851752375,credit
NGuN5464b,876338,628,XVXT24218496866522,Credit
tdSa1752e,591430,673,QFRU92685474846619,
sLQp7550u,539060,606,JGQS22937156308824,
fjEF7814b,667664,693,XYKR63702962367309,credit
HFMi1533Q,720402,810,KREQ79643002257778,credit
Mhjp8392G,927824,670,ZHFJ64877005049005,Debit
rPYc1187d,933843,690,WMSW36914725835048,credit
ykIU7432O,1075659,710,RUCJ37115662513620,
QFyc4323U,906928,739,LLBN54245565782919,credit
iLrr3567j,744331,624,HLIM09383734273448,Debit
kBsE4722j,754499,640,PTVZ52104950325143,debit
tVpk8333O,699121,784,YAZG62895396047674,credit
ijQC6032v,605276,802,UKRW47156874876979,
HntR6175r,544654,683,IWEV13264747741216,Credit
NZGZ1730S,330701,758,EOZJ81840931735947,credit
TjsU1819Q,772179,763,YSJA30076585771964,
MBow2412Z,385605,667,GXGG77803936294163,Credit
